"Category","blue","green","nir","red","rededge"
"Fucus vesiculosus",0.0479329191148281,0.0689229145646095,0.168269619345665,0.0467217490077019,0.177625998854637
"Fucus vesiculosus",0.0494176670908928,0.0708176493644714,0.163384929299355,0.0475246831774712,0.176034063100815
"Fucus vesiculosus",0.0490544475615025,0.0677213743329048,0.150533929467201,0.049620121717453,0.166287884116173
"Fucus vesiculosus",0.048980824649334,0.0732995942234993,0.159713983535767,0.0484417527914047,0.18998821079731
"Fucus vesiculosus",0.0499279238283634,0.0697729513049126,0.153027519583702,0.0488066524267197,0.186028748750687
"Rock",0.0491448119282722,0.2157361805439,0.491497874259949,0.213900431990623,0.459579706192017
"Rock",0.0504618659615517,0.21255424618721,0.479030549526215,0.211878284811974,0.460401952266693
"Rock",0.0519014969468117,0.213777959346771,0.47962811589241,0.209069103002548,0.47245317697525
"Rock",0.0529020689427853,0.213630229234695,0.461398273706436,0.210263028740883,0.417715460062027
"Rock",0.0615561679005623,0.098041370511055,0.215354010462761,0.184319823980331,0.227233618497849
"Rock",0.062968872487545,0.100182346999645,0.211643934249878,0.188472345471382,0.228016525506973
"Rock",0.0634475871920586,0.103100292384624,0.223026856780052,0.186264708638191,0.228630304336548
"Rock",0.0642604306340218,0.105599202215672,0.217959716916084,0.186537265777588,0.232868701219559
"Brown algae",0.0273607559502125,0.0326781459152699,0.229031920433044,0.044693186879158,0.097631648182869
"Brown algae",0.0279883518815041,0.0349367260932922,0.221942588686943,0.0500717051327229,0.0935861170291901
"Brown algae",0.0277167465537786,0.032667700201273,0.236674189567566,0.0494952835142612,0.099544569849968
"Brown algae",0.0282978173345327,0.0343826375901699,0.244556590914726,0.0500620566308498,0.105644688010216
"Brown algae",0.0278438273817301,0.0362306088209152,0.232181459665298,0.0509219281375408,0.101050652563572
"Brown algae",0.0278718937188387,0.0338707640767097,0.246394574642181,0.0487753078341484,0.103430651128292
"Brown algae",0.0284341592341661,0.0306751765310764,0.113678991794586,0.0418574661016464,0.0599718987941742
"Brown algae",0.0295967627316713,0.034363429993391,0.123620018362999,0.0473228096961975,0.0677762031555176
"Brown algae",0.0265705361962318,0.0293909143656492,0.112517192959785,0.0407050624489784,0.0573023706674576
"Brown algae",0.0290053896605968,0.0343396216630936,0.113761156797409,0.044767789542675,0.0625717118382454
"Brown algae",0.0341050922870636,0.038901574909687,0.127392128109932,0.0531395934522152,0.0751001462340355
"Brown algae",0.0279437582939863,0.0304602738469839,0.113668605685234,0.0431448556482792,0.062380027025938
"Brown algae",0.0273572336882353,0.032270610332489,0.223973050713539,0.0514199398458004,0.10039571672678
"Brown algae",0.0301773119717836,0.0371623747050762,0.2324298620224,0.0577351711690426,0.102340318262577
"Brown algae",0.0293466206640005,0.0354100614786148,0.232198551297188,0.0556644424796104,0.104626320302486
"Brown algae",0.0279004126787186,0.0335899107158184,0.228044047951698,0.0523453280329704,0.0986028090119362
"Brown algae",0.030629588291049,0.0377971567213535,0.235999226570129,0.0581867210566998,0.105009064078331
"Brown algae",0.0279615446925163,0.0358018428087234,0.222547188401222,0.0539352968335152,0.0982176586985588
"Rock",0.0451115295290947,0.19817490875721,0.441689729690552,0.192647531628609,0.387358337640762
"Rock",0.0405322909355164,0.198597714304924,0.46066078543663,0.188125982880592,0.41199141740799
"Rock",0.0444677174091339,0.193560019135475,0.403740733861923,0.175363913178444,0.341993927955627
"Rock",0.0419067926704884,0.198231846094131,0.432304888963699,0.171664193272591,0.363438099622726
"Fucus vesiculosus",0.0459006279706955,0.0636330991983414,0.201967120170593,0.0475635640323162,0.163155898451805
"Fucus vesiculosus",0.0456218644976616,0.0646058917045593,0.223465844988823,0.0481468364596367,0.175166711211205
"Fucus vesiculosus",0.046239223331213,0.0621533282101154,0.18990695476532,0.0487636104226112,0.164103820919991
"Fucus vesiculosus",0.0453467518091202,0.0630073100328445,0.214401066303253,0.0497126206755638,0.175075843930244
"Rock",0.0371313467621803,0.195886254310608,0.492247879505157,0.151815056800842,0.414123058319092
"Rock",0.0408100113272667,0.19109234213829,0.475420117378235,0.152857273817062,0.395400315523148
"Rock",0.0409226082265377,0.194590821862221,0.485846161842346,0.147604122757912,0.393476754426956
"Rock",0.0421998836100101,0.190403416752815,0.477812558412552,0.145145297050476,0.388855993747711
"Rock",0.0439596883952618,0.187623336911201,0.47539409995079,0.147015124559402,0.387045562267303
"Rock",0.0361274182796478,0.193373128771782,0.453174471855164,0.167832225561142,0.385467648506165
"Rock",0.037082951515913,0.186512216925621,0.446034491062164,0.16550387442112,0.368843078613281
"Rock",0.0345207415521145,0.191816002130508,0.464473456144333,0.167756408452988,0.386895954608917
"Rock",0.0365127995610237,0.192071199417114,0.458752244710922,0.174030795693398,0.373335957527161
"Rock",0.0382512807846069,0.180502265691757,0.42802956700325,0.167786374688148,0.365258604288101
"Heather",0.0320532433688641,0.0627565085887909,0.265180319547653,0.0612257830798626,0.179280146956444
"Heather",0.0344249941408634,0.0564720630645752,0.278004288673401,0.0690666288137436,0.181628197431564
"Heather",0.0355274900794029,0.0612324327230453,0.278560370206833,0.0640301108360291,0.187306463718414
"Heather",0.0437039062380791,0.0841657072305679,0.281666696071625,0.067780539393425,0.20710626244545
"Heather",0.0409825295209885,0.0656485632061958,0.272470057010651,0.070154070854187,0.188497439026833
"Heather",0.033555656671524,0.0490726716816425,0.294981777667999,0.0671889781951904,0.180701419711113
"Heather",0.0346661135554314,0.0504999160766602,0.311134189367294,0.0695382431149483,0.196856200695038
"Heather",0.0368217602372169,0.0524765029549599,0.320540845394135,0.0730844885110855,0.197380498051643
"Heather",0.040157575160265,0.0586729720234871,0.313217967748642,0.0793843865394592,0.199311807751656
"Heather",0.0346551388502121,0.0527719520032406,0.327804535627365,0.0731458216905594,0.197804421186447
"Rock",0.107623875141144,0.149527013301849,0.258284360170364,0.252350598573685,0.279823362827301
"Rock",0.101276278495789,0.142839267849922,0.247856140136719,0.231956988573074,0.263857573270798
"Rock",0.107944779098034,0.149700567126274,0.253328442573547,0.251785069704056,0.285862892866135
"Rock",0.103778459131718,0.144227176904678,0.254366040229797,0.247054144740105,0.273382306098938
"Fucus vesiculosus",0.0559300370514393,0.0737875774502754,0.144714742898941,0.0594668537378311,0.147499337792397
"Fucus vesiculosus",0.0559978522360325,0.0691841021180153,0.138219907879829,0.0571253336966038,0.138160079717636
"Fucus vesiculosus",0.0537689216434956,0.0703574120998383,0.154520690441132,0.0613460913300514,0.147629410028458
"Fucus vesiculosus",0.0553490184247494,0.0668475478887558,0.136435568332672,0.0578421764075756,0.137184411287308
"Fucus vesiculosus",0.052378099411726,0.0787909775972366,0.193432494997978,0.0529562458395958,0.19350691139698
"Fucus vesiculosus",0.0537567101418972,0.0755510404706001,0.17662850022316,0.0534491948783398,0.183995261788368
"Fucus vesiculosus",0.0538752302527428,0.0759694278240204,0.153749346733093,0.0569932907819748,0.164672672748566
"Fucus vesiculosus",0.0524769462645054,0.0806839391589165,0.201144844293594,0.0549290888011456,0.201317995786667
"Fucus vesiculosus",0.0537234432995319,0.0768835544586182,0.185776188969612,0.0539075471460819,0.197548314929008
"Fucus vesiculosus",0.0513933412730694,0.0795580744743347,0.136697486042976,0.0583461299538612,0.165842622518539
"Fucus vesiculosus",0.0517245903611183,0.0781698003411293,0.147927090525627,0.054172795265913,0.178467407822609
"Fucus vesiculosus",0.0523271039128304,0.0777179822325706,0.121430538594723,0.0594586953520775,0.150643646717072
"Fucus vesiculosus",0.0514307282865047,0.0808225199580193,0.165042519569397,0.0546946562826633,0.186868190765381
"Fucus vesiculosus",0.0515515133738518,0.075723260641098,0.1305061429739,0.0596295669674873,0.156228080391884
"Brown algae",0.0386224985122681,0.0479327104985714,0.253353536128998,0.0772091224789619,0.13404968380928
"Brown algae",0.0423661731183529,0.0491288267076015,0.260182976722717,0.0889492705464363,0.148653149604797
"Brown algae",0.0327199585735798,0.0442724823951721,0.287935137748718,0.0727870911359787,0.137627571821213
"Brown algae",0.0341681875288486,0.0432772152125835,0.299681395292282,0.0795038864016533,0.152558729052544
"Brown algae",0.0284954756498337,0.0384684950113297,0.302107989788055,0.0695488899946213,0.141137301921844
"Brown algae",0.0299946628510952,0.0403674803674221,0.307486891746521,0.0744487568736076,0.149561211466789
"Sand",0.0743249505758286,0.103779219090939,0.147985398769379,0.128392338752747,0.12921841442585
"Sand",0.0774683952331543,0.105419136583805,0.153084114193916,0.118585556745529,0.133447200059891
"Sand",0.0781712755560875,0.103325560688972,0.148105397820473,0.126711323857307,0.132113963365555
"Sand",0.0761607959866524,0.105663895606995,0.148058116436005,0.12150115519762,0.127776831388474
"Sand",0.0775124356150627,0.102809362113476,0.148263454437256,0.124334715306759,0.133122682571411
"Sand",0.0794445872306824,0.111032143235207,0.146501123905182,0.126027911901474,0.130253300070763
"Brown algae",0.0261714849621058,0.0348905771970749,0.203747659921646,0.048224501311779,0.0925826728343964
"Brown algae",0.0256195925176144,0.033382460474968,0.208770364522934,0.0478373840451241,0.0890987366437912
"Brown algae",0.02643539942801,0.0343938283622265,0.217129215598106,0.0498912893235683,0.0914277955889702
"Brown algae",0.0283475946635008,0.0388460047543049,0.212450876832008,0.0502402409911156,0.0943560004234314
"Brown algae",0.0292732864618301,0.0375190041959286,0.213788270950317,0.0516981519758701,0.0960432067513466
"Brown algae",0.0306148957461119,0.0396759249269962,0.222136467695236,0.0563974678516388,0.0969571769237518
"Marram grass",0.0715458989143372,0.133419468998909,0.407268315553665,0.100138366222382,0.245561584830284
"Marram grass",0.0679947957396507,0.126479789614677,0.386510759592056,0.0913995131850243,0.228968724608421
"Marram grass",0.0670193508267403,0.111283339560032,0.304113179445267,0.0954439491033554,0.199536591768265
"Marram grass",0.0716110691428185,0.133267745375633,0.394740432500839,0.0983735397458076,0.232568144798279
"Marram grass",0.0694002956151962,0.123830549418926,0.368351966142654,0.0927478149533272,0.220358774065971
"Marram grass",0.0770899206399918,0.123232886195183,0.378774970769882,0.0879713147878647,0.216112524271011
"Marram grass",0.0749478563666344,0.128045499324799,0.488037109375,0.0792633220553398,0.239249601960182
"Marram grass",0.0747560486197472,0.128131285309792,0.460711866617203,0.0788913071155548,0.232672154903412
"Marram grass",0.0740084871649742,0.129142731428146,0.431607663631439,0.0838297381997108,0.221835643053055
"Marram grass",0.0739109143614769,0.127725526690483,0.481417834758759,0.0792393311858177,0.23328460752964
"Rock",0.0531578622758389,0.215645298361778,0.531527459621429,0.219460770487785,NA
"Rock",0.0472641922533512,0.224048808217049,0.520727097988129,0.211858332157135,0.455612063407898
"Rock",0.0515759438276291,0.217348903417587,0.483225554227829,0.196914866566658,0.383499085903168
"Rock",0.0469007827341557,0.22025491297245,0.550322890281677,0.219171345233917,NA
"Rock",0.0453783050179482,0.221136525273323,0.526901662349701,0.208821192383766,0.400685876607895
"Fucus vesiculosus",0.0540404804050922,0.0677532330155373,0.11492146551609,0.0595975518226624,0.113724388182163
"Fucus vesiculosus",0.0538843423128128,0.0686028674244881,0.106414966285229,0.05997234582901,0.110374987125397
"Fucus vesiculosus",0.0524625554680824,0.0727504193782806,0.149218320846558,0.0582475028932095,0.154525831341743
"Fucus vesiculosus",0.0528008416295052,0.0705910176038742,0.148193195462227,0.0565709136426449,0.150783866643906
"Fucus vesiculosus",0.0545969977974892,0.0773647949099541,0.166318997740746,0.0555192083120346,0.177475675940514
"Fucus vesiculosus",0.0548452883958817,0.0778962597250938,0.180175587534904,0.0538201630115509,0.178677424788475
"Fucus vesiculosus",0.0523325130343437,0.0910554975271225,0.244580179452896,0.0576640926301479,0.239407926797867
"Fucus vesiculosus",0.0536013469099998,0.0875826701521873,0.230865836143494,0.0574659369885921,0.232938140630722
"Fucus vesiculosus",0.0530859716236591,0.0876769423484802,0.225138887763023,0.0589673668146133,0.228653639554977
"Fucus vesiculosus",0.0541872531175613,0.0908508226275444,0.25323560833931,0.0559173300862312,0.241366699337959
"Fucus vesiculosus",0.0530812591314316,0.088701494038105,0.251115590333939,0.0587469898164272,0.237104073166847
"Fucus vesiculosus",0.0524160526692867,0.0876568108797073,0.24833470582962,0.0580090768635273,0.23917530477047
"Fucus vesiculosus",0.0549967028200626,0.0841041579842567,0.192411199212074,0.0557887554168701,0.19550709426403
"Fucus vesiculosus",0.0547603704035282,0.0823474228382111,0.189020752906799,0.0554929301142693,0.191641211509705
"Fucus vesiculosus",0.0532369539141655,0.0821333006024361,0.18456657230854,0.0548661649227142,0.192800834774971
"Fucus vesiculosus",0.0544299706816673,0.0874628499150276,0.213628962635994,0.0565896145999432,0.223639339208603
"Fucus vesiculosus",0.0549097955226898,0.0913019552826881,0.22363306581974,0.0583452992141247,0.228974938392639
"Fucus vesiculosus",0.0492249689996243,0.0697643756866455,0.141573667526245,0.0580041147768497,0.153999462723732
"Fucus vesiculosus",0.049962043762207,0.0722077041864395,0.187601178884506,0.0510233230888844,0.190009757876396
"Fucus vesiculosus",0.048213854432106,0.0698924884200096,0.156622290611267,0.0525243878364563,0.162584885954857
"Fucus vesiculosus",0.0484854280948639,0.0719256848096848,0.204503878951073,0.0488783456385136,0.200490340590477
"Fucus vesiculosus",0.0478657223284245,0.0692547112703323,0.174847736954689,0.0512096919119358,0.175651162862778
"Fucus vesiculosus",0.0498484149575233,0.073100633919239,0.221815124154091,0.0498689748346806,0.204412698745728
"Rock",0.0464713238179684,0.220856070518494,0.584459483623505,0.179512679576874,0.204359829425812
"Rock",0.0451898723840714,0.224528163671494,0.582903504371643,0.186224892735481,0.160005837678909
"Rock",0.0490189716219902,0.220487967133522,0.558093428611755,0.178288698196411,0.243758380413055
"Rock",0.0481303296983242,0.221454605460167,0.563857972621918,0.185786068439484,0.466224849224091
"Rock",0.0508014820516109,0.217831328511238,0.552604019641876,0.179498955607414,0.474959880113602
"Rock",0.0501712895929813,0.222726061940193,0.56074994802475,0.181460872292519,0.46854367852211
"Green algae",0.0731518194079399,0.122846513986588,0.131663486361504,0.124079838395119,0.150662750005722
"Green algae",0.0918969213962555,0.13296040892601,0.132041126489639,0.131595119833946,0.168551117181778
"Green algae",0.0943820551037788,0.136661142110825,0.123342096805573,0.124478608369827,0.165171429514885
"Green algae",0.115564860403538,0.151526242494583,0.125378385186195,0.133577525615692,0.176375105977058
"Green algae",0.0496616065502167,0.0858823657035828,0.143382921814919,0.0555263459682465,0.153411939740181
"Green algae",0.0507161505520344,0.0859695076942444,0.144884333014488,0.056660383939743,0.135450944304466
"Green algae",0.0505395755171776,0.0867464244365692,0.143842607736588,0.0542515106499195,0.165327727794647
"Green algae",0.0516690872609615,0.0886731222271919,0.148894846439362,0.0594063587486744,0.151298716664314
"Ascophyllum ",0.0562373399734497,0.0759299546480179,0.219780325889587,0.0544673800468445,0.176422715187073
"Ascophyllum ",0.051180325448513,0.0637883022427559,0.175650790333748,0.050217691808939,0.153669267892838
"Ascophyllum ",0.0537079274654388,0.0737577304244041,0.198604121804237,0.0529983825981617,0.170986026525497
"Ascophyllum ",0.0507071539759636,0.0643584579229355,0.154780030250549,0.0541449934244156,0.144809767603874
"Ascophyllum ",0.0426807850599289,0.0765616819262505,0.320922493934631,0.0434673689305782,0.225386336445808
"Ascophyllum ",0.0469825342297554,0.0746946483850479,0.267448425292969,0.0464251525700092,0.191231518983841
"Ascophyllum ",0.0502692461013794,0.067468523979187,0.185445204377174,0.0529579930007458,0.152423828840256
"Ascophyllum ",0.0458900630474091,0.0766075477004051,0.298737734556198,0.0463119931519032,0.221373200416565
"Ascophyllum ",0.0477766022086143,0.0738634690642357,0.262347370386124,0.0476062446832657,0.194440439343452
"Green algae",0.0481196269392967,0.0733728110790253,0.125308349728584,0.0509649105370045,0.112560942769051
"Green algae",0.0440557636320591,0.0604241527616978,0.110589392483234,0.0487765595316887,0.0860532894730568
"Green algae",0.0509226508438587,0.0868436470627785,0.135535016655922,0.0520977079868317,0.137956380844116
"Green algae",0.047361683100462,0.068316638469696,0.113908618688583,0.0513024628162384,0.0964798107743263
"Green algae",0.0508093163371086,0.0955990850925446,0.141235634684563,0.054830901324749,0.147692888975143
"Green algae",0.0513239987194538,0.075385607779026,0.117783099412918,0.0533281378448009,0.107858374714851
"Ascophyllum ",0.0650829151272774,0.0928284004330635,0.335560590028763,0.0660490170121193,0.221862375736237
"Ascophyllum ",0.06403598934412,0.0972700268030167,0.396420121192932,0.0620702505111694,0.253087818622589
"Ascophyllum ",0.0614776387810707,0.0936645865440369,0.337113559246063,0.0663994029164314,0.22454072535038
"Ascophyllum ",0.0784380063414574,0.107951194047928,0.406778752803802,0.0711865872144699,0.261354982852936
"Ascophyllum ",0.0653339475393295,0.097503662109375,0.351083338260651,0.0665069669485092,0.228424921631813
"Sand",0.0959416702389717,0.132711082696915,0.165695071220398,0.151060000061989,0.157161742448807
"Sand",0.0996580719947815,0.130576640367508,0.169256791472435,0.154867127537727,0.157678529620171
"Sand",0.106162436306477,0.139867499470711,0.173767060041428,0.159482225775719,0.163968592882156
"Sand",0.103352479636669,0.133354738354683,0.168629035353661,0.155283063650131,0.160145238041878
"Sand",0.100603610277176,0.127731472253799,0.164952859282494,0.149722367525101,0.154326185584068
"Sand",0.0996088832616806,0.12628336250782,0.164370536804199,0.151615917682648,0.158428475260735
"Sand",0.0904540196061134,0.116283379495144,0.151264429092407,0.135663256049156,0.136120453476906
"Sand",0.0872197598218918,0.109043926000595,0.146009385585785,0.132577493786812,0.130668595433235
"Sand",0.0885050892829895,0.113370709121227,0.145855948328972,0.134936600923538,0.133906483650208
"Sand",0.0848305448889732,0.106719791889191,0.145082056522369,0.129532650113106,0.132090538740158
"Sand",0.0877400860190392,0.113145247101784,0.143656745553017,0.135143354535103,0.136283308267593
"Sand",0.0855280235409737,0.110250137746334,0.141040548682213,0.128760978579521,0.132534876465797
"Sand",0.0926765352487564,0.122321911156178,0.156126692891121,0.143669694662094,0.142812848091125
"Sand",0.0935815498232841,0.121934093534946,0.153746053576469,0.141056090593338,0.147394344210625
"Sand",0.0966933965682983,0.124153435230255,0.155373796820641,0.144171178340912,0.151042401790619
"Sand",0.0992270931601524,0.128657773137093,0.157228201627731,0.148438051342964,0.148591414093971
"Sand",0.0970181450247765,0.126520082354546,0.159250065684319,0.144016474485397,0.148545727133751
"Sand",0.0699056759476662,0.0865709111094475,0.116983890533447,0.0986863672733307,0.102160751819611
"Sand",0.0663273483514786,0.0845765322446823,0.114451594650745,0.0983463898301125,0.101637430489063
"Sand",0.066446915268898,0.0853267163038254,0.113852880895138,0.0992888435721397,0.107733376324177
"Sand",0.0699402242898941,0.0875854790210724,0.115199431777,0.100065849721432,0.100409924983978
"Sand",0.0667487978935242,0.0844614952802658,0.112005516886711,0.0987855941057205,0.101734645664692
"Sand",0.0666927620768547,0.0862859189510345,0.115034647285938,0.099298007786274,0.100811772048473
"Sand",0.0598157793283463,0.0772582590579987,0.108922965824604,0.0963306128978729,0.0973498150706291
"Sand",0.061003390699625,0.0819903239607811,0.116535738110542,0.0985714942216873,0.1006990224123
"Sand",0.0603447295725346,0.0787747725844383,0.110321201384068,0.0958106368780136,0.0965117067098618
"Sand",0.0624989345669746,0.0845512971282005,0.120017163455486,0.101385436952114,0.109476804733276
"Sand",0.0577209256589413,0.0737850591540337,0.112451493740082,0.0879386514425278,0.0954548269510269
"Sand",0.0580559074878693,0.0773575380444527,0.115753427147865,0.0928084328770638,0.0993649736046791
"Sand",0.0585095770657063,0.075239934027195,0.107963033020496,0.0901496335864067,0.0951679572463036
"Sand",0.0596149861812592,0.0781237408518791,0.113210000097752,0.0939337462186813,0.103823162615299
"Sand",0.0570609644055367,0.0767123997211456,0.109743364155293,0.0884946957230568,0.0940075218677521
"Sand",0.0607425644993782,0.080091804265976,0.11394127458334,0.0945818051695824,0.103284999728203
"Grass",0.0470567941665649,0.103510312736034,0.424949795007706,0.0700875148177147,0.226919129490852
"Grass",0.0480107441544533,0.107749186456203,0.414173930883408,0.0711544007062912,0.23046749830246
"Grass",0.0479832999408245,0.103196993470192,0.4257433116436,0.0675353407859802,0.231841281056404
"Grass",0.0490921884775162,0.103395760059357,0.398262441158295,0.0721228569746017,0.220706015825272
"Grass",0.045985322445631,0.0999261885881424,0.409464985132217,0.0652000233530998,0.222140312194824
"Grass",0.0379534028470516,0.0920805111527443,0.378211319446564,0.0533542819321156,0.206982836127281
"Grass",0.0387854725122452,0.0952782109379768,0.384041279554367,0.0567225515842438,0.210644647479057
"Grass",0.0385262295603752,0.0908596888184547,0.355077564716339,0.0560370273888111,0.199362367391586
"Grass",0.03813636302948,0.0938570648431778,0.369123876094818,0.0573014877736568,0.203568264842033
"Grass",0.034932479262352,0.089899830520153,0.373744994401932,0.0507338643074036,0.197992101311684
"Grass",0.0332725718617439,0.0896466821432114,0.38759657740593,0.0467000752687454,0.195880442857742
"Grass",0.0369691029191017,0.0895184278488159,0.382052481174469,0.050750907510519,0.201460957527161
"Grass",0.0345542505383492,0.0852465555071831,0.385258734226227,0.0464053563773632,0.20090688765049
"Sand",0.0498500764369965,0.0674805119633675,0.0535890944302082,0.0546811707317829,0.0567339360713959
"Sand",0.0518924705684185,0.0678586438298225,0.0551728904247284,0.0543674007058144,0.0559641905128956
"Sand",0.0508765839040279,0.067550964653492,0.0543641783297062,0.0572462230920792,0.0525576025247574
"Sand",0.0518461763858795,0.0671748518943787,0.0542938038706779,0.0540452040731907,0.0527571439743042
"Sand",0.05122160166502,0.0664164572954178,0.0523893907666206,0.0524817891418934,0.0509029552340508
"Sand",0.0508291348814964,0.0676700472831726,0.0531797856092453,0.0529474429786205,0.0524534620344639
"Sand",0.0516028925776482,0.0667698532342911,0.053631167858839,0.0519358925521374,0.0539128817617893
"Sand",0.0510695464909077,0.0663041695952415,0.0527377836406231,0.0543235391378403,0.0530092976987362
"Sand",0.0508705601096153,0.0670370683073997,0.0530652366578579,0.0521913170814514,0.0520817190408707
"Sand",0.0495741628110409,0.0621596500277519,0.051269207149744,0.0470501743257046,0.0481896735727787
"Sand",0.0492653325200081,0.0612259432673454,0.0493984222412109,0.0475841201841831,0.0442001633346081
"Sand",0.0498892664909363,0.0624803081154823,0.0493161082267761,0.0477441400289536,0.0460035763680935
"Sand",0.0498806461691856,0.0624686293303967,0.050012432038784,0.0483399927616119,0.045460868626833
"Brown algae",0.039325799793005,0.0470440089702606,0.0550721660256386,0.0371987782418728,0.0641667246818542
"Brown algae",0.040602769702673,0.045899361371994,0.0539705455303192,0.0357336439192295,0.0589803978800774
"Brown algae",0.039493128657341,0.0459620021283627,0.0518914945423603,0.0363452471792698,0.0622129663825035
"Brown algae",0.0397904515266418,0.0465985760092735,0.0524256676435471,0.0359974056482315,0.0615301877260208
"Brown algae",0.0402875877916813,0.0469109900295734,0.0522630698978901,0.0362619236111641,0.059657096862793
"Brown algae",0.0400803424417973,0.047253392636776,0.0515104196965694,0.0363838411867619,0.0584574192762375
"Brown algae",0.0394807234406471,0.0481601059436798,0.0532661713659763,0.0349096022546291,0.0507221333682537
"Brown algae",0.0408259704709053,0.0502888485789299,0.0487239435315132,0.0380126871168613,0.0513201989233494
"Brown algae",0.0400082916021347,0.0477166324853897,0.0459258370101452,0.036927480250597,0.0544633232057095
"Brown algae",0.040060993283987,0.0493513457477093,0.0500397719442844,0.0357895120978355,0.0492844991385937
"Brown algae",0.0436899065971375,0.0508263222873211,0.050550565123558,0.0393167659640312,0.0483888611197472
"Brown algae",0.0418032333254814,0.0499515123665333,0.050517063587904,0.0384057611227036,0.04783670976758
"Sand",0.0478500984609127,0.0568218640983105,0.0492682866752148,0.0459621474146843,0.039699599146843
"Sand",0.0466069020330906,0.0578231029212475,0.047658521682024,0.044833842664957,0.0412372574210167
"Sand",0.0480642318725586,0.0581808425486088,0.0478937327861786,0.0466499142348766,0.0442049354314804
"Sand",0.0478766970336437,0.0585673861205578,0.0481084771454334,0.0466443039476871,0.042299821972847
"Sand",0.0467378161847591,0.0584114901721478,0.0486818850040436,0.0451146885752678,0.0441079065203667
"Sand",0.0475488565862179,0.0586398020386696,0.0493300557136536,0.0467917583882809,0.0437992699444294
"Brown algae",0.0392071977257729,0.0473957769572735,0.0518783628940582,0.0363526493310928,0.0613351985812187
"Brown algae",0.0395016893744469,0.0465101599693298,0.0514835976064205,0.0355756022036076,0.0547030791640282
"Brown algae",0.0380855575203896,0.0467895567417145,0.0521995425224304,0.0363910831511021,0.0567951872944832
"Brown algae",0.0395345278084278,0.0462309010326862,0.0510287880897522,0.0359600000083447,0.0557832270860672
"Brown algae",0.0395469777286053,0.0464103482663631,0.0514724068343639,0.0358272008597851,0.0527267754077911
"Brown algae",0.0380195155739784,0.0458995215594769,0.0495501831173897,0.0362520143389702,0.0508920736610889
