"Category","blue","green","nir","rededge","red","Dataset","Level","Predcat"
"Heather",0.0473731867969036,0.0640270486474037,0.24494956433773,0.160388544201851,0.0806021243333817,"Man",NA,"Heather"
"Heather",0.0848665907979012,0.132184088230133,0.278483390808105,0.193432942032814,0.127519845962524,"Man",NA,"Rock"
"Grass",0.0388863943517208,0.087859220802784,0.433657288551331,0.226193442940712,0.0738066509366035,"Man",NA,"Grass"
"Grass",0.0364656932651997,0.0812203511595726,0.425780087709427,0.215266495943069,0.0636223256587982,"Man",NA,"Grass"
"Shrubs",0.0307819340378046,0.0495758838951588,0.18633796274662,0.107084885239601,0.0470722280442715,"Man",NA,"Heather"
"Shrubs",0.0190175417810678,0.0394762828946114,0.238540098071098,0.0955949649214745,0.0186095871031284,"Man",NA,"Shrubs"
"Shrubs",0.0231260769069195,0.0468169264495373,0.257727473974228,0.10123186558485,0.0228718835860491,"Man",NA,"Green algae"
"Shrubs",0.0240059997886419,0.0362561456859112,0.120157301425934,0.0610396713018417,0.0311743132770061,"Man",NA,"Green algae"
"Sand",0.0130661055445671,0.0160113386809826,0.00553547637537122,0.00706013664603233,0.00962796527892351,"Man",NA,"Fucus serratus "
"Heather",0.0258071254938841,0.0604579448699951,0.332281589508057,0.163883045315742,0.0385844148695469,"Man",NA,"Shrubs"
"Sand",0.0589377023279667,0.0707590356469154,0.176770642399788,0.110862091183662,0.0814322009682655,"Man",NA,"Tangvoll"
"Rock",0.0472530499100685,0.0957716107368469,0.393213868141174,0.237977907061577,0.0717480853199959,"Man",NA,"Rock"
"Rock",0.0750129744410515,0.10989560931921,0.322923392057419,0.201681151986122,0.110180608928204,"Man",NA,"Rock"
"Heather",0.0384074188768864,0.0554695688188076,0.190249174833298,0.102114371955395,0.0490373633801937,"Man",NA,"Green algae"
"Brown algae",0.0137891201302409,0.0156105253845453,0.0281417444348335,0.0479048863053322,0.0116138225421309,"Man",NA,"Brown algae"
"Brown algae",0.0180818736553192,0.0213525556027889,0.0396423749625683,0.055758960545063,0.0164119806140661,"Man",NA,"Brown algae"
"Brown algae",0.0176443364471197,0.0219548586755991,0.0430554784834385,0.058969609439373,0.0153976315632463,"Man",NA,"Brown algae"
"Brown algae",0.0232270266860723,0.0228077787905931,0.0393862016499043,0.0579720959067345,0.0220091585069895,"Man",NA,"Brown algae"
"Brown algae",0.0231125131249428,0.0234012957662344,0.0399832911789417,0.0620061196386814,0.0216112434864044,"Man",NA,"Brown algae"
"Rock",0.0897977203130722,0.123844645917416,0.144011199474335,0.120592474937439,0.10776998847723,"Man",NA,"Sand"
"Rock",0.152728915214539,0.181585565209389,0.210540249943733,0.197088152170181,0.168293863534927,"Man",NA,"Rock"
"Rock",0.0874543562531471,0.112879551947117,0.172699332237244,0.150772750377655,0.126655757427216,"Man",NA,"Rock"
"Rock",0.0389177836477757,0.105075426399708,0.455519944429398,0.262759506702423,0.0679432824254036,"Man",NA,"Grass"
"Green algae",0.130230665206909,0.197480320930481,0.31446236371994,0.290596634149551,0.125887647271156,"Man",NA,"Green algae"
"Rock",0.136250585317612,0.230823740363121,0.287681847810745,0.303893864154816,0.284331828355789,"Man",NA,"Orange lichen"
"Shrubs",0.0399607755243778,0.0902799814939499,0.383764773607254,0.218156263232231,0.0667954832315445,"Man",NA,"Grass"
"Green algae",0.110949508845806,0.151278764009476,0.274669796228409,0.232855156064034,0.135499343276024,"Man",NA,"Green algae"
"Rock",0.130650594830513,0.146520912647247,0.164231687784195,0.148573994636536,0.140164524316788,"Man",NA,"Sand"
"Rock",0.156060665845871,0.18463696539402,0.239124715328217,0.214569717645645,0.188670054078102,"Man",NA,"Rock"
"Green algae",0.0511059463024139,0.0845252424478531,0.170057535171509,0.112982645630836,0.0791809409856796,"Man",NA,"Green algae"
"Green algae",0.0566644556820393,0.0803070142865181,0.163319125771523,0.101265653967857,0.0753043740987778,"Man",NA,"Green algae"
"Green algae",0.0664208382368088,0.0843182578682899,0.186219990253448,0.115068070590496,0.0810921639204025,"Man",NA,"Lichen"
"Sand",0.0208109114319086,0.038454931229353,0.0233682971447706,0.0192503556609154,0.026722589507699,"Man",NA,"Sand"
"Sand",0.0209287330508232,0.0377777963876724,0.0240738335996866,0.0196697749197483,0.0266854241490364,"Man",NA,"Sand"
"Sand",0.0194429438561201,0.0322126001119614,0.0221782028675079,0.0167618580162525,0.0202403180301189,"Man",NA,"Sand"
"Sand",0.0195549726486206,0.0311976075172424,0.0221327636390924,0.0149726700037718,0.0210277214646339,"Man",NA,"Sand"
"Sand",0.0178675316274166,0.0318585708737373,0.0223255548626184,0.0152296433225274,0.0212466791272163,"Man",NA,"Sand"
"Brown algae",0.0168084539473057,0.019553592428565,0.0436144061386585,0.052655890583992,0.0142012452706695,"Man",NA,"Brown algae"
"Brown algae",0.015913262963295,0.0159509126096964,0.024188918992877,0.0303201582282782,0.0134282158687711,"Man",NA,"Brown algae"
"Lichen",0.0861848071217537,0.1519985049963,0.234360441565514,0.19440133869648,0.171395152807236,"Man",NA,"Orange lichen"
"Rock",0.158024787902832,0.244306311011314,0.284045100212097,0.288909524679184,0.273021936416626,"Man",NA,"Rock"
"Rock",0.171041488647461,0.24145844578743,0.313930213451385,0.31384289264679,0.303187161684036,"Man",NA,"Rock"
"Rock",0.0818292647600174,0.122296549379826,0.162415280938148,0.141791388392448,0.130415096879005,"Man",NA,"Sand"
"Rock",0.131108120083809,0.173612907528877,0.226451739668846,0.210218980908394,0.185770764946938,"Man",NA,"Rock"
"Green algae",0.0165270902216434,0.0189578831195831,0.0666217654943466,0.0506459958851337,0.013363940641284,"Man",NA,"Brown algae"
"Brown algae",0.0183768589049578,0.0234747882932425,0.0708226785063744,0.0609186850488186,0.0184442047029734,"Man",NA,"Fucus vesiculosus"
"Green algae",0.032967135310173,0.060170516371727,0.312922745943069,0.169162347912788,0.0370523743331432,"Man",NA,"Heather"
"Sand",0.0279083903878927,0.045912716537714,0.0380687229335308,0.0380288548767567,0.0364422053098679,"Man",NA,"Sand"
"Brown algae",0.0174079034477472,0.0188098475337029,0.0451715514063835,0.0349358767271042,0.0148124629631639,"Man",NA,"Brown algae"
"Brown algae",0.0176920983940363,0.0197746306657791,0.0548949129879475,0.0430553145706654,0.015669422224164,"Man",NA,"Brown algae"
"Green algae",0.0563653632998466,0.0785154476761818,0.158556208014488,0.105151936411858,0.0799976140260696,"Man",NA,"Green algae"
"Sand",0.121172808110714,0.141632452607155,0.174668610095978,0.152676522731781,0.146677896380424,"Man",NA,"Sand"
"Rock",0.209045916795731,0.224925875663757,0.284025967121124,0.213369265198708,0.204789727926254,"Man",NA,"Rock"
"Rock",0.225127413868904,0.237864807248116,0.286460340023041,0.215492770075798,0.212084397673607,"Man",NA,"Rock"
"Rock",0.248602867126465,0.249217286705971,0.287070751190186,0.211523994803429,0.204207107424736,"Man",NA,"Green algae"
"Grass",0.0286210011690855,0.0916348323225975,0.551096081733704,0.247576490044594,0.0424460731446743,"Man",NA,"Grass"
"Grass",0.0324496477842331,0.0946710035204887,0.55809074640274,0.253193855285645,0.0457448735833168,"Man",NA,"Grass"
"Grass",0.0308132953941822,0.08854890614748,0.534875690937042,0.246039882302284,0.0447955392301083,"Man",NA,"Grass"
"Grass",0.0367893204092979,0.0991141647100449,0.520930349826813,0.268735408782959,0.0613276623189449,"Man",NA,"Grass"
"Grass",0.0385982431471348,0.0988632366061211,0.515355706214905,0.254957288503647,0.0602760016918182,"Man",NA,"Grass"
"Roof",0.0918068587779999,0.110909439623356,0.254302859306335,0.228516057133675,0.196237921714783,"Man",NA,"Roof"
"Roof",0.0994284525513649,0.142061874270439,0.348976641893387,0.287229537963867,0.199312746524811,"Man",NA,"Roof"
"Roof",0.0915377661585808,0.148687958717346,0.360748142004013,0.305767476558685,0.200949519872665,"Man",NA,"Roof"
"Roof",0.0398405082523823,0.0493362322449684,0.103897415101528,0.0757671222090721,0.0647923424839973,"Man",NA,"Tangvoll"
"Rock",0.041982289403677,0.0778303444385529,0.294680058956146,0.177399009466171,0.0748103559017181,"Man",NA,"Heather"
"Grass",0.0441893078386784,0.087519958615303,0.392601430416107,0.225827991962433,0.0763017386198044,"Man",NA,"Grass"
"Rock",0.184823378920555,0.238295510411263,0.452476531267166,0.358146220445633,0.315207153558731,"Man",NA,"Rock"
"Rock",0.0982257872819901,0.109032616019249,0.174186676740646,0.143189236521721,0.113760523498058,"Man",NA,"Rock"
"Heather",0.0232110992074013,0.0505583062767982,0.345881551504135,0.154785692691803,0.03395851328969,"Man",NA,"Heather"
"Heather",0.0210317391902208,0.0262952577322721,0.179877370595932,0.0978370010852814,0.0235521551221609,"Man",NA,"Fucus vesiculosus"
"Heather",0.031005484983325,0.0506669692695141,0.350727200508118,0.18605874478817,0.0418283604085445,"Man",NA,"Heather"
"Shrubs",0.0194984078407288,0.0499874241650105,0.2228112667799,0.118599243462086,0.0266435965895653,"Man",NA,"Shrubs"
"Shrubs",0.0236795656383038,0.0839173793792725,0.336720585823059,0.145294696092606,0.0366034246981144,"Man",NA,"Shrubs"
"Heather",0.0249332692474127,0.0419622473418713,0.28264519572258,0.174907296895981,0.038404855877161,"Man",NA,"Heather"
"Green algae",0.100627765059471,0.141988262534142,0.234014451503754,0.171587437391281,0.134168073534966,"Man",NA,"Green algae"
"Green algae",0.0465918965637684,0.078219011425972,0.264035522937775,0.163083776831627,0.0725522041320801,"Man",NA,"Heather"
"Green algae",0.0387908555567265,0.0830405279994011,0.331309050321579,0.196283936500549,0.0585741773247719,"Man",NA,"Green algae"
"Green algae",0.0369832143187523,0.0834003016352654,0.334567874670029,0.19140300154686,0.0527217127382755,"Man",NA,"Green algae"
"Marram grass",0.166852712631226,0.223836332559586,0.273826390504837,0.261822253465652,0.245431169867516,"Man",NA,"Rock"
"Sand",0.162426128983498,0.201679274439812,0.247996136546135,0.235407873988152,0.225753650069237,"Man",NA,"Rock"
"Sand",0.0274700820446014,0.0506128072738647,0.0234010480344296,0.0280736107379198,0.0407194830477238,"Man",NA,"Sand"
"Brown algae",0.0172472652047873,0.0186225939542055,0.0161069203168154,0.015169745311141,0.0139799676835537,"Man",NA,"Brown algae"
"Green algae",0.0323981232941151,0.0503051914274693,0.200660705566406,0.139917135238647,0.0335781536996365,"Man",NA,"Green algae"
"Green algae",0.0256805643439293,0.0342997834086418,0.225046679377556,0.100204989314079,0.0259987618774176,"Man",NA,"Fucus vesiculosus"
"Green algae",0.0273983925580978,0.0359098054468632,0.238906428217888,0.11098188906908,0.0283510517328978,"Man",NA,"Heather"
"Tangvoll",0.0323402583599091,0.03958460688591,0.140557155013084,0.0714974924921989,0.0499274395406246,"Man",NA,"Tangvoll"
"Tangvoll",0.0306671280413866,0.0350633189082146,0.131549894809723,0.0650256276130676,0.0450550355017185,"Man",NA,"Tangvoll"
"Tangvoll",0.0535404272377491,0.0557576082646847,0.125274300575256,0.0842100158333778,0.0599601119756699,"Man",NA,"Tangvoll"
"Rock",0.0325618050992489,0.0345079116523266,0.0508951134979725,0.0386132709681988,0.0298216808587313,"Man",NA,"Brown algae"
"Rock",0.0289234612137079,0.0324712730944157,0.0489605031907558,0.0344561077654362,0.0283226389437914,"Man",NA,"Brown algae"
"Rock",0.0994334295392036,0.132184371352196,0.191641360521317,0.170761436223984,0.145855754613876,"Man",NA,"Rock"
"Tangvoll",0.109051011502743,0.119435921311378,0.156111180782318,0.139683559536934,0.129893332719803,"Man",NA,"Tangvoll"
"Shrubs",0.026332201436162,0.0546017475426197,0.24955740571022,0.134021520614624,0.0355935618281364,"Man",NA,"Green algae"
"Sand",0.200878858566284,0.220255821943283,0.252282023429871,0.243954628705978,0.238742247223854,"Man",NA,"Rock"
"Sand",0.197465062141418,0.214836195111275,0.246364697813988,0.236852571368217,0.230315566062927,"Man",NA,"Rock"
"Sand",0.135402590036392,0.151145920157433,0.180500492453575,0.162664994597435,0.156331345438957,"Man",NA,"Sand"
"Orange lichen",0.0987968891859055,0.135310277342796,0.217992514371872,0.180456787347794,0.14322167634964,"Man",NA,"Rock"
"Orange lichen",0.0770202204585075,0.144605025649071,0.261393547058105,0.221482738852501,0.165455356240273,"Man",NA,"Orange lichen"
"Orange lichen",0.0916176661849022,0.16765071451664,0.313378661870956,0.27414733171463,0.208941280841827,"Man",NA,"Orange lichen"
"Orange lichen",0.0846365392208099,0.148109972476959,0.281968891620636,0.236456200480461,0.176195278763771,"Man",NA,"Orange lichen"
"Orange lichen",0.0821919292211533,0.14822718501091,0.25581818819046,0.222045809030533,0.168080672621727,"Man",NA,"Orange lichen"
"Rock",0.282254070043564,0.336990296840668,0.364518582820892,0.373962312936783,0.353182911872864,"Man",NA,"Rock"
"Rock",0.190479591488838,0.273795872926712,0.313882261514664,0.300723195075989,0.28519394993782,"Man",NA,"Rock"
"Brown algae",0.0167122483253479,0.0180905777961016,0.0227782446891069,0.019001666456461,0.0148019660264254,"Man",NA,"Brown algae"
"Green algae",0.0181014928966761,0.0338585786521435,0.235990032553673,0.102139599621296,0.0157427284866571,"Man",NA,"Fucus vesiculosus"
"Lichen",0.0551138445734978,0.0689353048801422,0.166114702820778,0.0870970189571381,0.0614195950329304,"Man",NA,"Lichen"
"Rock",0.599499523639679,0.698413550853729,0.80112898349762,0.727471172809601,0.714677393436432,"Man",NA,"Rock"
"Marram grass",0.0749426409602165,0.105978555977345,0.242006495594978,0.178992584347725,0.107097566127777,"Man",NA,"Rock"
"Marram grass",0.0654353722929955,0.102467082440853,0.284289985895157,0.1800726801157,0.0903737470507622,"Man",NA,"Green algae"
"Marram grass",0.0967147573828697,0.111096851527691,0.179472848773003,0.146981224417686,0.127276912331581,"Man",NA,"Tangvoll"
"Marram grass",0.096750870347023,0.12530554831028,0.226572692394257,0.176196560263634,0.133837759494781,"Man",NA,"Rock"
"Shrubs",0.0160942897200584,0.036581963300705,0.344441056251526,0.113947138190269,0.0194254480302334,"Man",NA,"Shrubs"
"Sand",0.0509235821664333,0.0660094693303108,0.0966440960764885,0.0851003080606461,0.064358226954937,"GT","Sp04_la","Sand"
"Sand",0.0584811381995678,0.0708004012703896,0.0845243781805038,0.0822949036955833,0.0706069767475128,"GT","Sp04_la","Sand"
"Sand",0.0481872633099556,0.0649396255612373,0.0438865348696709,0.0588910840451717,0.0636427253484726,"GT","Sp04_la","Sand"
"Sand",0.0616815648972988,0.0725280344486237,0.0722813382744789,0.0736026465892792,0.0703081265091896,"GT","Sp04_la","Sand"
"Sand",0.0299049727618694,0.0527990609407425,0.0294375643134117,0.0304352268576622,0.0436076745390892,"GT","Sp04_la","Sand"
"Fucus vesiculosus",0.0219452586025,0.0304768700152636,0.113007001578808,0.0761896669864655,0.0227418374270201,"GT","Sp04_la","Fucus vesiculosus"
"Sand",0.0483728796243668,0.0726125910878181,0.0465654544532299,0.0644036754965782,0.066943384706974,"GT","Sp04_la","Sand"
"Fucus vesiculosus",0.021761067211628,0.0327819474041462,0.234726026654243,0.125895977020264,0.0216700602322817,"GT","Sp04_la","Fucus vesiculosus"
"Fucus vesiculosus",0.0225354786962271,0.0321739464998245,0.226856544613838,0.118338525295258,0.0215753298252821,"GT","Sp04_la","Fucus vesiculosus"
"Lichen",0.050247348845005,0.0640651434659958,0.171682938933372,0.0943862721323967,0.0576043985784054,"GT","Sp04_la","Lichen"
"Lichen",0.048844750970602,0.0606665462255478,0.158612355589867,0.0899098590016365,0.0557139404118061,"GT","Sp04_la","Lichen"
"Lichen",0.0608125515282154,0.0784568339586258,0.179530084133148,0.119344435632229,0.0697642490267754,"GT","Sp04_la","Green algae"
"Lichen",0.0591411739587784,0.0765412077307701,0.17548406124115,0.11540687084198,0.066701203584671,"GT","Sp04_la","Green algae"
"Fucus vesiculosus",0.0158382132649422,0.0205632243305445,0.23273678123951,0.104483298957348,0.0160702504217625,"GT","Sp04_la","Fucus vesiculosus"
"Fucus vesiculosus",0.0178177542984486,0.0233267266303301,0.242583051323891,0.109067849814892,0.0162753965705633,"GT","Sp04_la","Fucus vesiculosus"
"Green algae",0.0225816033780575,0.0572656691074371,0.229407548904419,0.165993377566338,0.0288927741348743,"GT","Sp04_la","Green algae"
"Green algae",0.0216010231524706,0.0226976349949837,0.054081954061985,0.0590313710272312,0.0162793472409248,"GT","Sp04_la","Fucus serratus "
"Fucus serratus ",0.0215062294155359,0.0238624047487974,0.0459130071103573,0.0615425705909729,0.0172599889338017,"GT","Sp04_la","Brown algae"
"Fucus serratus ",0.0215215105563402,0.0230994578450918,0.0461586005985737,0.056452814489603,0.0165175125002861,"GT","Sp04_la","Brown algae"
"Red algae",0.0159976091235876,0.0139011349529028,0.0413411557674408,0.0718921273946762,0.0142935616895556,"GT","Sp04_la","Red algae"
"Red algae",0.0158615559339523,0.0155465109273791,0.0343987345695496,0.061032235622406,0.0171420481055975,"GT","Sp04_la","Red algae"
"Rock",0.321250706911087,0.304415911436081,0.397810906171799,0.38938295841217,0.343887209892273,"GT","Sp04_la","Rock"
"Lichen",0.0719095692038536,0.0745379328727722,0.189015284180641,0.109296895563602,0.070671021938324,"GT","Sp04_la","Lichen"
"Green algae",0.0139335580170155,0.028625326231122,0.0487221218645573,0.077324852347374,0.0174140632152557,"GT","Sp04_la","Shrubs"
"Lichen",0.0388073958456516,0.0468767359852791,0.133281603455544,0.0759445950388908,0.0542257875204086,"GT","Sp04_la","Tangvoll"
"Sand",0.0348823294043541,0.0680546909570694,0.0169297698885202,0.0329436473548412,0.0529350116848946,"GT","Sp04_la","Sand"
"Sand",0.0204039942473173,0.0419852919876575,0.0146342357620597,0.016414400190115,0.0260513946413994,"GT","Sp04_la","Sand"
"Sand",0.0189817622303963,0.0368086732923985,0.0124903889372945,0.0162337720394135,0.0231528859585524,"GT","Sp04_la","Sand"
"Fucus vesiculosus",0.0117485132068396,0.0150346383452415,0.0746777355670929,0.0557618401944637,0.0101107936352491,"GT","Sp04_la","Brown algae"
"Fucus serratus ",0.0124366478994489,0.0164369493722916,0.0326279439032078,0.0421075411140919,0.0098500894382596,"GT","Sp04_la","Fucus serratus "
"Bladder wrack",0.0140891568735242,0.0150082847103477,0.0391955561935902,0.0382146015763283,0.0115092797204852,"GT","Sp04_la","Brown algae"
"Fucus serratus ",0.0150581365451217,0.0213449690490961,0.039058905094862,0.0662177950143814,0.0121161714196205,"GT","Sp04_la","Fucus serratus "
"Fucus serratus ",0.0151811679825187,0.0227488484233618,0.0397446751594543,0.0661941841244698,0.0112401712685823,"GT","Sp04_la","Fucus serratus "
"Fucus serratus ",0.0142411133274436,0.0160831641405821,0.0339428670704365,0.0468142591416836,0.0111992172896862,"GT","Sp04_la","Brown algae"
