"Category","blue","green","nir","rededge","red","Dataset","Level","Area","Predcat"
"Rock",0.0635249465703964,0.0794556811451912,0.132113993167877,0.112042285501957,0.0793504938483238,"Man",NA,"Akeroya","Green algae"
"Rock",0.0496889315545559,0.0606606006622314,0.0870445147156715,0.0694312825798988,0.0592078007757664,"Man",NA,"Akeroya","Sand"
"Rock",0.0279518980532885,0.0365025512874126,0.0627366080880165,0.0482688620686531,0.032041247934103,"Man",NA,"Akeroya","Sand"
"Heather",0.0461707562208176,0.0598114095628262,0.23298966884613,0.156182631850243,0.0801905542612076,"Man",NA,"Akeroya","Heather"
"Heather",0.0783880800008774,0.104002520442009,0.225533857941628,0.161059692502022,0.110045164823532,"Man",NA,"Akeroya","Rock"
"Heather",0.0389794856309891,0.053463414311409,0.260820776224136,0.161505937576294,0.0765781551599503,"Man",NA,"Akeroya","Heather"
"Heather",0.076330155134201,0.113561861217022,0.252126902341843,0.166422709822655,0.120867624878883,"Man",NA,"Akeroya","Rock"
"Heather",0.0551121160387993,0.0935617387294769,0.309811413288116,0.173985302448273,0.0854588896036148,"Man",NA,"Akeroya","Rock"
"Grass",0.0360437482595444,0.0856935977935791,0.418086379766464,0.217275738716125,0.0657147169113159,"Man",NA,"Akeroya","Grass"
"Grass",0.0388863943517208,0.087859220802784,0.433657288551331,0.226193442940712,0.0738066509366035,"Man",NA,"Akeroya","Grass"
"Grass",0.0358584374189377,0.0735303163528442,0.350073903799057,0.187246263027191,0.0653845071792603,"Man",NA,"Akeroya","Heather"
"Grass",0.0385607592761517,0.0886492058634758,0.428227186203003,0.223915085196495,0.0739523470401764,"Man",NA,"Akeroya","Grass"
"Shrubs",0.0360159575939178,0.0480965189635754,0.171301394701004,0.103787556290627,0.0521726123988628,"Man",NA,"Akeroya","Heather"
"Shrubs",0.0337133668363094,0.0843500867486,0.436487883329391,0.192180126905441,0.0372047238051891,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0433017313480377,0.0987398773431778,0.469032734632492,0.209631025791168,0.0582622885704041,"Man",NA,"Akeroya","Grass"
"Shrubs",0.0478971786797047,0.092846654355526,0.408769458532333,0.218659847974777,0.0681941285729408,"Man",NA,"Akeroya","Grass"
"Shrubs",0.0450852140784264,0.0893709287047386,0.417025864124298,0.227607026696205,0.0663732215762138,"Man",NA,"Akeroya","Grass"
"Shrubs",0.0441382601857185,0.0899854078888893,0.367964297533035,0.214239433407784,0.0660676807165146,"Man",NA,"Akeroya","Green algae"
"Heather",0.0260435994714499,0.0500931069254875,0.259213417768478,0.145945161581039,0.0427341498434544,"Man",NA,"Akeroya","Heather"
"Heather",0.0269756205379963,0.0464311651885509,0.267042070627213,0.140009224414825,0.0429210588335991,"Man",NA,"Akeroya","Heather"
"Heather",0.0242821797728539,0.0516693480312824,0.280157268047333,0.144563019275665,0.0365349762141705,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0190175417810678,0.0394762828946114,0.238540098071098,0.0955949649214745,0.0186095871031284,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0116699021309614,0.0190925784409046,0.141251310706139,0.0516405999660492,0.00965253636240959,"Man",NA,"Akeroya","Fucus vesiculosus"
"Shrubs",0.0181254018098116,0.0339320078492165,0.136325880885124,0.0841636061668396,0.0238064676523209,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0202451795339584,0.0463027395308018,0.148047342896461,0.114523403346539,0.0308798160403967,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0228971019387245,0.0342698954045773,0.231528073549271,0.0868688002228737,0.0254401545971632,"Man",NA,"Akeroya","Fucus vesiculosus"
"Shrubs",0.0187402460724115,0.0333793237805367,0.132023125886917,0.060375988483429,0.0253480654209852,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0228836089372635,0.0401359833776951,0.116415604948997,0.0639548674225807,0.0295062027871609,"Man",NA,"Akeroya","Green algae"
"Sand",0.0152765801176429,0.018606960773468,0.0198361426591873,0.0130699910223484,0.0130949961021543,"Man",NA,"Akeroya","Brown algae"
"Sand",0.0156426858156919,0.0197709295898676,0.0191060863435268,0.0126609047874808,0.0135780880227685,"Man",NA,"Akeroya","Brown algae"
"Sand",0.0130380904302001,0.0152925746515393,0.00474141677841544,0.00601524533703923,0.00868703704327345,"Man",NA,"Akeroya","Fucus serratus "
"Sand",0.0130666131153703,0.015810577198863,0.00540639646351337,0.00619347859174013,0.00872866064310074,"Man",NA,"Akeroya","Fucus serratus "
"Sand",0.0130673795938492,0.0169468093663454,0.00555757945403457,0.00681185163557529,0.00856663752347231,"Man",NA,"Akeroya","Fucus serratus "
"Sand",0.0138382939621806,0.0161630269140005,0.0055379094555974,0.00625192979350686,0.00921428948640823,"Man",NA,"Akeroya","Fucus serratus "
"Sand",0.012911026366055,0.0146996909752488,0.00539003172889352,0.00637956894934177,0.00998601689934731,"Man",NA,"Akeroya","Fucus serratus "
"Shrubs",0.0253259669989347,0.0652056932449341,0.358405351638794,0.174714297056198,0.037508487701416,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0290780253708363,0.0677412450313568,0.370425403118134,0.172417819499969,0.0394610315561295,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0236234534531832,0.0654807984828949,0.39274126291275,0.185516372323036,0.0351881012320518,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0266446471214294,0.0752337947487831,0.430287390947342,0.209923073649406,0.0418482981622219,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0231292583048344,0.0634910315275192,0.412152051925659,0.192233353853226,0.0365937724709511,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0162480361759663,0.0365238226950169,0.346804827451706,0.130135864019394,0.021506380289793,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0180360190570354,0.0435734465718269,0.371958523988724,0.145237699151039,0.02609290368855,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.019542895257473,0.0487061627209187,0.395189464092255,0.164213225245476,0.0270524118095636,"Man",NA,"Akeroya","Shrubs"
"Shrubs",0.0210192911326885,0.0605946443974972,0.443731546401978,0.189672142267227,0.0324601046741009,"Man",NA,"Akeroya","Shrubs"
"Grass",0.0382493026554585,0.105542950332165,0.623992204666138,0.314229607582092,0.0583678670227528,"Man",NA,"Akeroya","Grass"
"Grass",0.0355642959475517,0.104915805160999,0.600322902202606,0.30827721953392,0.0571588575839996,"Man",NA,"Akeroya","Grass"
"Grass",0.0359733141958714,0.101241171360016,0.592747032642365,0.300212740898132,0.052587479352951,"Man",NA,"Akeroya","Grass"
"Grass",0.0349817276000977,0.0998335778713226,0.591552674770355,0.304779559373856,0.0541979670524597,"Man",NA,"Akeroya","Grass"
"Grass",0.0352116599678993,0.0965114235877991,0.593247175216675,0.291934221982956,0.0516497977077961,"Man",NA,"Akeroya","Grass"
"Grass",0.0367694795131683,0.102843232452869,0.596135318279266,0.313784778118134,0.0551509112119675,"Man",NA,"Akeroya","Grass"
"Heather",0.0300504043698311,0.0539840385317802,0.265250891447067,0.151387259364128,0.0664128288626671,"Man",NA,"Akeroya","Heather"
"Heather",0.0281778909265995,0.0514116212725639,0.272240251302719,0.145777329802513,0.053910531103611,"Man",NA,"Akeroya","Heather"
"Heather",0.0252733528614044,0.051424365490675,0.270524889230728,0.138851299881935,0.0426186248660088,"Man",NA,"Akeroya","Heather"
"Rock",0.0933208540081978,0.106475085020065,0.178952187299728,0.145063400268555,0.115941077470779,"Man",NA,"Akeroya","Rock"
"Rock",0.0697075128555298,0.0834559723734856,0.186292827129364,0.132927730679512,0.0901320204138756,"Man",NA,"Akeroya","Rock"
"Rock",0.0499908551573753,0.0672880336642265,0.205090314149857,0.131331831216812,0.0713841244578362,"Man",NA,"Akeroya","Rock"
"Sand",0.0589377023279667,0.0707590356469154,0.176770642399788,0.110862091183662,0.0814322009682655,"Man",NA,"Akeroya","Tangvoll"
"Rock",0.0443799421191216,0.0943818092346191,0.406437307596207,0.240900248289108,0.0663715675473213,"Man",NA,"Akeroya","Grass"
"Rock",0.0473378077149391,0.0956816673278809,0.390718132257462,0.235211685299873,0.070676863193512,"Man",NA,"Akeroya","Grass"
"Rock",0.0491060055792332,0.110771827399731,0.471741676330566,0.271635293960571,0.0725074782967567,"Man",NA,"Akeroya","Grass"
"Rock",0.0459651984274387,0.108143165707588,0.454237073659897,0.269868165254593,0.0706061795353889,"Man",NA,"Akeroya","Grass"
"Rock",0.0875340551137924,0.112833485007286,0.159461945295334,0.121137887239456,0.118826948106289,"Man",NA,"Akeroya","Sand"
"Rock",0.0800114348530769,0.108723200857639,0.16774183511734,0.121860690414906,0.122183009982109,"Man",NA,"Akeroya","Rock"
"Rock",0.0841593146324158,0.113772712647915,0.186461076140404,0.128070473670959,0.125240385532379,"Man",NA,"Akeroya","Rock"
"Rock",0.0816377401351929,0.106061570346355,0.178480342030525,0.121363148093224,0.120010353624821,"Man",NA,"Akeroya","Rock"
"Rock",0.0485119484364986,0.0906141772866249,0.371931403875351,0.206102102994919,0.0760868862271309,"Man",NA,"Akeroya","Grass"
"Rock",0.0490917265415192,0.09090755879879,0.374334901571274,0.209068775177002,0.0783431455492973,"Man",NA,"Akeroya","Grass"
"Heather",0.0336378775537014,0.0549637712538242,0.208751663565636,0.110390156507492,0.048510730266571,"Man",NA,"Akeroya","Green algae"
"Heather",0.0330770462751389,0.0577989965677261,0.232536613941193,0.124286204576492,0.0513128414750099,"Man",NA,"Akeroya","Heather"
"Heather",0.0388914681971073,0.054212424904108,0.193657338619232,0.102975837886333,0.0499741770327091,"Man",NA,"Akeroya","Green algae"
"Heather",0.0384074188768864,0.0554695688188076,0.190249174833298,0.102114371955395,0.0490373633801937,"Man",NA,"Akeroya","Green algae"
"Heather",0.0384850539267063,0.0534863844513893,0.19559870660305,0.0951524078845978,0.0517753809690475,"Man",NA,"Akeroya","Heather"
"Grass",0.0377054736018181,0.0800165832042694,0.418731689453125,0.198559477925301,0.055839866399765,"Man",NA,"Akeroya","Grass"
"Grass",0.0428766906261444,0.091638557612896,0.448452204465866,0.226048842072487,0.0651435777544975,"Man",NA,"Akeroya","Grass"
"Grass",0.0458250343799591,0.0930016934871674,0.424692243337631,0.219484284520149,0.0703413262963295,"Man",NA,"Akeroya","Grass"
"Grass",0.0496536903083324,0.100029677152634,0.428469717502594,0.227254807949066,0.0747281461954117,"Man",NA,"Akeroya","Grass"
"Brown algae",0.0137366568669677,0.0163351818919182,0.0270295683294535,0.0463236458599567,0.011494692414999,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0177726969122887,0.0205507390201092,0.0471062138676643,0.0619351491332054,0.0161624308675528,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0176608171314001,0.019712045788765,0.0489965416491032,0.0638666898012161,0.0153884338214993,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0177002847194672,0.0213735811412334,0.0356733053922653,0.0521430820226669,0.0164342243224382,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0179227646440268,0.020901495590806,0.0415528751909733,0.0572305247187614,0.015839671716094,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0172822345048189,0.0194450449198484,0.0356353372335434,0.047515582293272,0.0155822578817606,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0216724071651697,0.0235395506024361,0.0593784935772419,0.0890987068414688,0.0223877001553774,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0216420721262693,0.0227393731474876,0.0526902265846729,0.0789910554885864,0.0225425157696009,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0223106369376183,0.0218870881944895,0.0416317321360111,0.0567423589527607,0.0206809919327497,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0227904357016087,0.0247877538204193,0.0403566136956215,0.0611659809947014,0.0221432857215405,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0214565396308899,0.0210214834660292,0.03611895814538,0.0560683906078339,0.0188123341649771,"Man",NA,"Akeroya","Brown algae"
"Rock",0.13058041036129,0.176515087485313,0.167393490672112,0.148838639259338,0.140839084982872,"Man",NA,"Akeroya","Green algae"
"Rock",0.1074108928442,0.139917463064194,0.153697207570076,0.137734994292259,0.120902933180332,"Man",NA,"Akeroya","Green algae"
"Rock",0.0891463458538055,0.111643552780151,0.14849716424942,0.123834781348705,0.106693387031555,"Man",NA,"Akeroya","Sand"
"Rock",0.12384894490242,0.167398929595947,0.169053539633751,0.139894932508469,0.136779680848122,"Man",NA,"Akeroya","Green algae"
"Rock",0.150313690304756,0.149679020047188,0.222646251320839,0.197313889861107,0.166138797998428,"Man",NA,"Akeroya","Rock"
"Rock",0.0467020235955715,0.0959382057189941,0.406436771154404,0.240948513150215,0.0788533017039299,"Man",NA,"Akeroya","Grass"
"Rock",0.0754757300019264,0.11048049479723,0.286394000053406,0.201820775866508,0.12383559346199,"Man",NA,"Akeroya","Rock"
"Rock",0.0583955645561218,0.102207854390144,0.339077204465866,0.213155567646027,0.0890942364931107,"Man",NA,"Akeroya","Rock"
"Rock",0.0874543562531471,0.112879551947117,0.172699332237244,0.150772750377655,0.126655757427216,"Man",NA,"Akeroya","Rock"
"Rock",0.0849991142749786,0.0989242494106293,0.163236930966377,0.13028521835804,0.115182191133499,"Man",NA,"Akeroya","Sand"
"Rock",0.0394055917859077,0.0993286371231079,0.405735313892365,0.241706445813179,0.0688501000404358,"Man",NA,"Akeroya","Grass"
"Rock",0.040359728038311,0.104675754904747,0.427525490522385,0.256955295801163,0.076553076505661,"Man",NA,"Akeroya","Grass"
"Green algae",0.174047663807869,0.253270387649536,0.362220734357834,0.333365678787231,0.18047359585762,"Man",NA,"Akeroya","Green algae"
"Green algae",0.16570195555687,0.243092089891434,0.329862982034683,0.317497253417969,0.178117454051971,"Man",NA,"Akeroya","Green algae"
"Green algae",0.16414749622345,0.246712505817413,0.352275013923645,0.322449386119843,0.163146510720253,"Man",NA,"Akeroya","Green algae"
"Rock",0.132940381765366,0.220605969429016,0.286831945180893,0.299552321434021,0.282662600278854,"Man",NA,"Akeroya","Orange lichen"
"Rock",0.134601831436157,0.226225540041924,0.294510275125504,0.302244007587433,0.283318340778351,"Man",NA,"Akeroya","Rock"
"Rock",0.136250585317612,0.230823740363121,0.287681847810745,0.303893864154816,0.284331828355789,"Man",NA,"Akeroya","Rock"
"Grass",0.0536566860973835,0.095267653465271,0.338686347007751,0.233584210276604,0.10668159276247,"Man",NA,"Akeroya","Heather"
"Grass",0.03602284938097,0.0777946189045906,0.323402881622314,0.194348812103271,0.0645896792411804,"Man",NA,"Akeroya","Heather"
"Grass",0.0381484068930149,0.0867781937122345,0.36800879240036,0.217637658119202,0.0631157904863358,"Man",NA,"Akeroya","Heather"
"Shrubs",0.0402208231389523,0.0881572589278221,0.339239835739136,0.205816850066185,0.0766229555010796,"Man",NA,"Akeroya","Heather"
"Shrubs",0.0365566685795784,0.082816980779171,0.382865786552429,0.213827341794968,0.0601845867931843,"Man",NA,"Akeroya","Grass"
"Green algae",0.113743476569653,0.151702016592026,0.27682888507843,0.233928546309471,0.139134287834167,"Man",NA,"Akeroya","Rock"
"Rock",0.118487246334553,0.130171120166779,0.162497773766518,0.144211366772652,0.127654209733009,"Man",NA,"Akeroya","Sand"
"Rock",0.120534397661686,0.133715063333511,0.153621643781662,0.13779191672802,0.131887137889862,"Man",NA,"Akeroya","Sand"
"Rock",0.134296178817749,0.149575427174568,0.165234953165054,0.144794970750809,0.147586032748222,"Man",NA,"Akeroya","Sand"
"Rock",0.141040876507759,0.153716847300529,0.17040990293026,0.158435061573982,0.145914152264595,"Man",NA,"Akeroya","Sand"
"Sand",0.0832786783576012,0.0994122251868248,0.150294572114944,0.122871741652489,0.105765298008919,"Man",NA,"Akeroya","Sand"
"Rock",0.0802926272153854,0.111399553716183,0.256448864936829,0.204639062285423,0.114785484969616,"Man",NA,"Akeroya","Rock"
"Rock",0.0783686935901642,0.114761739969254,0.277486443519592,0.21467362344265,0.114075154066086,"Man",NA,"Akeroya","Rock"
"Rock",0.0748165398836136,0.1082399263978,0.280102223157883,0.213246211409569,0.111693233251572,"Man",NA,"Akeroya","Rock"
"Rock",0.0789124742150307,0.105647139251232,0.216142326593399,0.18263067305088,0.118528172373772,"Man",NA,"Akeroya","Rock"
"Rock",0.0924713611602783,0.114087820053101,0.185656055808067,0.160355165600777,0.12352142482996,"Man",NA,"Akeroya","Rock"
"Rock",0.0933767631649971,0.104809701442719,0.196765884757042,0.15510655939579,0.114358372986317,"Man",NA,"Akeroya","Rock"
"Rock",0.159638971090317,0.189388662576675,0.248100072145462,0.21999591588974,0.197635740041733,"Man",NA,"Akeroya","Rock"
"Rock",0.181074634194374,0.220892444252968,0.277003198862076,0.254611790180206,0.228040426969528,"Man",NA,"Akeroya","Rock"
"Green algae",0.0482464693486691,0.0679876431822777,0.150195702910423,0.0960634052753448,0.0727822855114937,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0528545565903187,0.07466771453619,0.151300743222237,0.0982032641768456,0.0757926106452942,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0539271272718906,0.0774762183427811,0.161708489060402,0.108707815408707,0.0818629935383797,"Man",NA,"Akeroya","Rock"
"Green algae",0.0534078292548656,0.0712487623095512,0.151044905185699,0.0947155952453613,0.0737839639186859,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0660929903388023,0.0948343202471733,0.181914687156677,0.121784120798111,0.106419488787651,"Man",NA,"Akeroya","Rock"
"Green algae",0.0536012463271618,0.0826618075370789,0.177896112203598,0.116908632218838,0.0827188640832901,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0670276060700417,0.0955088585615158,0.177980840206146,0.135623067617416,0.104917414486408,"Man",NA,"Akeroya","Rock"
"Green algae",0.0661995559930801,0.100498341023922,0.182379677891731,0.134451404213905,0.0998713746666908,"Man",NA,"Akeroya","Rock"
"Green algae",0.0461992844939232,0.0701682567596436,0.162421584129333,0.103892967104912,0.0705370903015137,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0511059463024139,0.0845252424478531,0.170057535171509,0.112982645630836,0.0791809409856796,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0740344375371933,0.114639982581139,0.193104848265648,0.134465590119362,0.0999776646494865,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0566644556820393,0.0803070142865181,0.163319125771523,0.101265653967857,0.0753043740987778,"Man",NA,"Akeroya","Green algae"
"Green algae",0.0722172111272812,0.0810449719429016,0.18745319545269,0.129043877124786,0.0766684412956238,"Man",NA,"Akeroya","Lichen"
"Sand",0.0212010778486729,0.037380326539278,0.0222300663590431,0.0187963955104351,0.0262527968734503,"Man",NA,"Akeroya","Sand"
"Sand",0.0206651501357555,0.0382119938731194,0.0229608379304409,0.0189944915473461,0.0266858413815498,"Man",NA,"Akeroya","Sand"
"Sand",0.0210214797407389,0.0385740920901299,0.0233320873230696,0.0195081867277622,0.0274601466953754,"Man",NA,"Akeroya","Sand"
"Sand",0.0194429438561201,0.0322126001119614,0.0221782028675079,0.0167618580162525,0.0202403180301189,"Man",NA,"Akeroya","Sand"
"Sand",0.0188023634254932,0.0322266966104507,0.021487545222044,0.014931439422071,0.0207103714346886,"Man",NA,"Akeroya","Sand"
"Sand",0.0187126230448484,0.0315716899931431,0.0222295094281435,0.0155850742012262,0.0210693292319775,"Man",NA,"Akeroya","Sand"
"Brown algae",0.0150055075064301,0.0194075386971235,0.0565059520304203,0.066319078207016,0.0129149192944169,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0167176406830549,0.0211811624467373,0.0508543998003006,0.0657047778367996,0.0123762944713235,"Man",NA,"Akeroya","Fucus serratus "
"Brown algae",0.016946142539382,0.0195487849414349,0.0446131192147732,0.0485822223126888,0.0132106281816959,"Man",NA,"Akeroya","Fucus serratus "
"Brown algae",0.0166721735149622,0.018456868827343,0.0461032167077065,0.0487888269126415,0.0142957922071218,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0168552119284868,0.0195257402956486,0.0431953296065331,0.0491581819951534,0.0138902980834246,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0173329450190067,0.0195313636213541,0.0396938510239124,0.0509050041437149,0.0133935324847698,"Man",NA,"Akeroya","Fucus serratus "
"Brown algae",0.0160832516849041,0.0163254775106907,0.0253455601632595,0.0303830280900002,0.012243278324604,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0157205387949944,0.0159687474370003,0.0238673239946365,0.030378270894289,0.0131498388946056,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0169763918966055,0.0168967731297016,0.0231241043657064,0.021465178579092,0.0137085374444723,"Man",NA,"Akeroya","Brown algae"
"Brown algae",0.0166446883231401,0.0154934665188193,0.0240420699119568,0.0277264881879091,0.0138803888112307,"Man",NA,"Akeroya","Red algae"
"Lichen",0.0861848071217537,0.1519985049963,0.234360441565514,0.19440133869648,0.171395152807236,"Man",NA,"Akeroya","Rock"
"Lichen",0.0632337778806686,0.0998773947358131,0.171991720795631,0.132672682404518,0.121722765266895,"Man",NA,"Akeroya","Rock"
"Lichen",0.0640863701701164,0.111889779567719,0.176069110631943,0.14377772808075,0.140585213899612,"Man",NA,"Akeroya","Orange lichen"
"Rock",0.205079168081284,0.313860476016998,0.370139449834824,0.373227328062057,0.369028478860855,"Man",NA,"Akeroya","Rock"
"Rock",0.11866469681263,0.158784300088882,0.213248670101166,0.198327839374542,0.186098247766495,"Man",NA,"Akeroya","Rock"
"Rock",0.131749764084816,0.176909267902374,0.216760888695717,0.196039944887161,0.193500161170959,"Man",NA,"Akeroya","Rock"
"Rock",0.143238231539726,0.186810731887817,0.248706892132759,0.228943899273872,0.217575430870056,"Man",NA,"Akeroya","Rock"
"Rock",0.0530730746686459,0.079472191631794,0.124647282063961,0.105755217373371,0.0934872552752495,"Man",NA,"Akeroya","Sand"
